created_at,username,full_text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,tokenize,translated_data,Positive,Negative,Neutral,Compound,Sentiment;;
"Fri Sep 19 13:37:37 +0000 2025,,hanya soal ambil peluang besar tapi juga menjaga ketahanan finansial. Mau jadi trader yang gak cuma cuan tapi juga paham? Tulis MAU di kolom komentar buat gabung komunitas trader terbaik di Indonesia! #RiskCapacity #Investasi #FinansialCerdas #Crypto #RiskManagement,hanya soal ambil peluang besar tapi juga menjaga ketahanan finansial Mau jadi trader yang gak cuma cuan tapi juga paham? Tulis MAU di kolom komentar buat gabung komunitas trader terbaik di Indonesia! RiskCapacity Investasi FinansialCerdas Crypto RiskManagement,hanya soal ambil peluang besar tapi juga menjaga ketahanan finansial mau jadi trader yang gak cuma cuan tapi juga paham? tulis mau di kolom komentar buat gabung komunitas trader terbaik di indonesia! riskcapacity investasi finansialcerdas crypto riskmanagement,hanya soal ambil peluang besar tapi juga menjaga ketahanan finansial mau jadi trader yang tidak cuma cuan tapi juga paham? tulis mau di kolom komentar buat gabung komunitas trader terbaik di indonesia! riskcapacity investasi finansialcerdas crypto riskmanagement,['tidak'],['gak'],""['hanya', 'soal', 'ambil', 'peluang', 'besar', 'tapi', 'juga', 'menjaga', 'ketahanan', 'finansial', 'mau', 'jadi', 'trader', 'yang', 'tidak', 'cuma', 'cuan', 'tapi', 'juga', 'paham?', 'tulis', 'mau', 'di', 'kolom', 'komentar', 'buat', 'gabung', 'komunitas', 'trader', 'terbaik', 'di', 'indonesia!', 'riskcapacity', 'investasi', 'finansialcerdas', 'crypto', 'riskmanagement']"",it's just a matter of taking big opportunities but also maintaining financial resilience. do you want to be a trader who not only makes money but also understands it?write what you want in the comments column to join the best trader community in indonesia!riskcapacity financial investmentintelligent crypto riskmanagement,0.268,0.0,0.732,0.9125,Positive";;
"Fri Sep 19 09:40:37 +0000 2025,,Penutupan sesi 1 Jumat 19 September 2025 IHSG 8 051.12 (+0.53%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #QuickPick #PinePick #QuickPickPinePick #InvestasiCerdasmu https://t.co/CoOXjqznnD,Penutupan sesi  Jumat  September  IHSG    IHSG saham investasi indeks pasarmodal JCI IDX ciptadana ciptadanasekuritasasia QuickPick PinePick QuickPickPinePick InvestasiCerdasmu ,penutupan sesi  jumat  september  ihsg    ihsg saham investasi indeks pasarmodal jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepick investasicerdasmu ,penutupan sesi jumat september ihsg ihsg saham investasi indeks pasarmodal jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepick investasicerdasmu,[],[],""['penutupan', 'sesi', 'jumat', 'september', 'ihsg', 'ihsg', 'saham', 'investasi', 'indeks', 'pasarmodal', 'jci', 'idx', 'ciptadana', 'ciptadanasekuritasasia', 'quickpick', 'pinepick', 'quickpickpinepick', 'investasicerdasmu']"",closing session friday september ihsg ihsg investment shares capital market index jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepickinvestintelligentmu,0.115,0.0,0.885,0.296,Positive";;
"Fri Sep 19 08:29:30 +0000 2025,,Reksa Dana Syariah bisa menjadi alternatif menarik untuk membangun portofolio investasi yang sehat etis dan berorientasi jangka panjang. Yuk kenal lebih dekat dengan Reksa Dana Syariah! #Investasi #InvestasiSyariah #ReksaDana #ReksaDanaSyariah #KeuanganSyariah https://t.co/lLmb77KdfS,Reksa Dana Syariah bisa menjadi alternatif menarik untuk membangun portofolio investasi yang sehat etis dan berorientasi jangka panjang Yuk kenal lebih dekat dengan Reksa Dana Syariah! Investasi InvestasiSyariah ReksaDana ReksaDanaSyariah KeuanganSyariah ,reksa dana syariah bisa menjadi alternatif menarik untuk membangun portofolio investasi yang sehat etis dan berorientasi jangka panjang yuk kenal lebih dekat dengan reksa dana syariah! investasi investasisyariah reksadana reksadanasyariah keuangansyariah ,reksa dana syariah bisa menjadi alternatif menarik untuk membangun portofolio investasi yang sehat etis dan berorientasi jangka panjang yuk kenal lebih dekat dengan reksa dana syariah! investasi investasisyariah reksadana reksadanasyariah keuangansyariah,[],[],""['reksa', 'dana', 'syariah', 'bisa', 'menjadi', 'alternatif', 'menarik', 'untuk', 'membangun', 'portofolio', 'investasi', 'yang', 'sehat', 'etis', 'dan', 'berorientasi', 'jangka', 'panjang', 'yuk', 'kenal', 'lebih', 'dekat', 'dengan', 'reksa', 'dana', 'syariah!', 'investasi', 'investasisyariah', 'reksadana', 'reksadanasyariah', 'keuangansyariah']"",""sharia mutual funds can be an attractive alternative for building a healthy, ethical and long-term oriented investment portfolio. let's get to know sharia mutual funds more closely!investment sharia investment mutual funds sharia mutual funds sharia finance"",0.223,0.0,0.777,0.8478,Positive";;
"Fri Sep 19 07:53:27 +0000 2025,,Sempat ragu bisa trading tapi G26 bikin semuanya simpel. Dengan kelas rutin dan mentor yang sabar profit harian bukan cuma janji. Terbukti nyata! hubungi : https://t.co/BnxxOzHiXA #Investasi #HariIni #viral #InfoTerkini #ApaKabar #WaktunyaBerubah https://t.co/uKjws42W9a,Sempat ragu bisa trading tapi G bikin semuanya simpel Dengan kelas rutin dan mentor yang sabar profit harian bukan cuma janji Terbukti nyata! hubungi   Investasi HariIni viral InfoTerkini ApaKabar WaktunyaBerubah ,sempat ragu bisa trading tapi g bikin semuanya simpel dengan kelas rutin dan mentor yang sabar profit harian bukan cuma janji terbukti nyata! hubungi   investasi hariini viral infoterkini apakabar waktunyaberubah ,sempat ragu bisa trading tapi tidak bikin semuanya simpel dengan kelas rutin dan mentor yang sabar profit harian bukan cuma janji terbukti nyata! hubungi investasi hariini viral infoterkini apakabar waktunyaberubah,['tidak'],['g'],""['sempat', 'ragu', 'bisa', 'trading', 'tapi', 'tidak', 'bikin', 'semuanya', 'simpel', 'dengan', 'kelas', 'rutin', 'dan', 'mentor', 'yang', 'sabar', 'profit', 'harian', 'bukan', 'cuma', 'janji', 'terbukti', 'nyata!', 'hubungi', 'investasi', 'hariini', 'viral', 'infoterkini', 'apakabar', 'waktunyaberubah']"",""i was doubtful that i could trade but it doesn't make everything simple with regular classes and patient mentors. daily profits are not just promises that are proven to be true!contact investment today, the latest viral info, what's new is that times are changing"",0.081,0.1,0.819,0.1695,Positive";;
"Fri Sep 19 07:24:40 +0000 2025,,Penutupan sesi 1 Jumat 19 September 2025 IHSG 8 003.39 (-0.06%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #QuickPick #PinePick #QuickPickPinePick #InvestasiCerdasmu https://t.co/LfNXPHYxcw,Penutupan sesi  Jumat  September  IHSG    IHSG saham investasi indeks pasarmodal JCI IDX ciptadana ciptadanasekuritasasia QuickPick PinePick QuickPickPinePick InvestasiCerdasmu ,penutupan sesi  jumat  september  ihsg    ihsg saham investasi indeks pasarmodal jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepick investasicerdasmu ,penutupan sesi jumat september ihsg ihsg saham investasi indeks pasarmodal jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepick investasicerdasmu,[],[],""['penutupan', 'sesi', 'jumat', 'september', 'ihsg', 'ihsg', 'saham', 'investasi', 'indeks', 'pasarmodal', 'jci', 'idx', 'ciptadana', 'ciptadanasekuritasasia', 'quickpick', 'pinepick', 'quickpickpinepick', 'investasicerdasmu']"",closing session friday september ihsg ihsg investment shares capital market index jci idx ciptadana ciptadanasekuritasasia quickpick pinepick quickpickpinepickinvestintelligentmu,0.115,0.0,0.885,0.296,Positive";;
"Fri Sep 19 06:29:40 +0000 2025,, Harga emas Antam turun Rp8.000 ke Rp2.090.000/gram (19/9). Buyback: Rp1.937.000/gram. Pajak transaksi sesuai PMK 34/2017 tetap berlaku. Baca selengkapnya di https://t.co/Xth3YMa0Zk #HargaEmas #EmasAntam #Investasi https://t.co/NdjDQMPSJD, Harga emas Antam turun Rp ke Rpgram  Buyback Rpgram Pajak transaksi sesuai PMK  tetap berlaku Baca selengkapnya di  HargaEmas EmasAntam Investasi , harga emas antam turun rp ke rpgram  buyback rpgram pajak transaksi sesuai pmk  tetap berlaku baca selengkapnya di  hargaemas emasantam investasi ,harga emas antam turun rp ke rpgram buyback rpgram pajak transaksi sesuai pmk tetap berlaku baca selengkapnya di hargaemas emasantam investasi,[],[],""['harga', 'emas', 'antam', 'turun', 'rp', 'ke', 'rpgram', 'buyback', 'rpgram', 'pajak', 'transaksi', 'sesuai', 'pmk', 'tetap', 'berlaku', 'baca', 'selengkapnya', 'di', 'hargaemas', 'emasantam', 'investasi']"",""antam gold price drops idr to buyback program, transaction tax program according to pmk remains in effect, read more at antam gold investment prices"",0.0,0.0,1.0,0.0,Neutral";;
Fri Sep 19 03:11:12 +0000 2025,, Thread Ngobrolin Seed Sale &amp;" Private Sale DavaTrust Bro apa sih Private Sale 6% di DavaTrust? Santai gue jelasin pake bahasa nongkrong. #Crypto #DeFi #Investasi, Thread Ngobrolin Seed Sale amp Private Sale DavaTrust Bro apa sih Private Sale  di DavaTrust? Santai gue jelasin pake bahasa nongkrong Crypto DeFi Investasi, thread ngobrolin seed sale amp private sale davatrust bro apa sih private sale  di davatrust? santai gue jelasin pake bahasa nongkrong crypto defi investasi,thread ngobrolin seed sale amp private sale davatrust bro apa sih private sale di davatrust? santai gue jelasin pakai bahasa nongkrong crypto defi investasi,['pakai'],['pake'],""['thread', 'ngobrolin', 'seed', 'sale', 'amp', 'private', 'sale', 'davatrust', 'bro', 'apa', 'sih', 'private', 'sale', 'di', 'davatrust?', 'santai', 'gue', 'jelasin', 'pakai', 'bahasa', 'nongkrong', 'crypto', 'defi', 'investasi']"",""thread talking about seed sales & private sales at davatrust, bro, what is a private sale at davatrust?let me explain casually using the language of hanging out crypto defi investment"",0.059,0.0,0.941,0.1779,Positive";
Fri Sep 19 02:01:44 +0000 2025,,Orang awam akan lebih percaya kalau ada platform yang jelas &amp;" terbukti. Dan itu ada di DavaTrust. Baca lengkap di: https://t.co/UlnFXtc3QS #CryptoIndonesia #DeFi #Investasi,Orang awam akan lebih percaya kalau ada platform yang jelas amp terbukti Dan itu ada di DavaTrust Baca lengkap di  CryptoIndonesia DeFi Investasi,orang awam akan lebih percaya kalau ada platform yang jelas amp terbukti dan itu ada di davatrust baca lengkap di  cryptoindonesia defi investasi,orang awam akan lebih percaya kalau ada platform yang jelas amp terbukti dan itu ada di davatrust baca lengkap di cryptoindonesia defi investasi,[],[],""['orang', 'awam', 'akan', 'lebih', 'percaya', 'kalau', 'ada', 'platform', 'yang', 'jelas', 'amp', 'terbukti', 'dan', 'itu', 'ada', 'di', 'davatrust', 'baca', 'lengkap', 'di', 'cryptoindonesia', 'defi', 'investasi']"",ordinary people will believe more if there is a platform that is clear and proven and that is at davatrust. read in full at cryptoindonesia defi investment,0.094,0.0,0.906,0.3818,Positive";
Fri Sep 19 01:58:29 +0000 2025,,Trust is everything in investment. DavaTrust bikin awam sekalipun berani mulai: jelas audited &amp;" diakui. Detail lengkap: https://t.co/UlnFXtc3QS #CryptoID #DeFiIndonesia #Investasi,Trust is everything in investment DavaTrust bikin awam sekalipun berani mulai jelas audited amp diakui Detail lengkap  CryptoID DeFiIndonesia Investasi,trust is everything in investment davatrust bikin awam sekalipun berani mulai jelas audited amp diakui detail lengkap  cryptoid defiindonesia investasi,trust is everything ini investment davatrust bikin awam sekalipun berani mulai jelas audited amp diakui detail lengkap cryptoid defiindonesia investasi,['ini'],['in'],""['trust', 'is', 'everything', 'ini', 'investment', 'davatrust', 'bikin', 'awam', 'sekalipun', 'berani', 'mulai', 'jelas', 'audited', 'amp', 'diakui', 'detail', 'lengkap', 'cryptoid', 'defiindonesia', 'investasi']"",""trust is everything, this davatrust investment makes even the layman dare to start to be clear, audited & recognized, complete details of cryptoid defiindonesia investment"",0.211,0.0,0.789,0.7096,Positive";
"Thu Sep 18 13:22:29 +0000 2025,,Asing Gencar Net Sell Saham Ini Dikepung #saham #infosaham #investasi https://t.co/HIJsQDqZzG,Asing Gencar Net Sell Saham Ini Dikepung saham infosaham investasi ,asing gencar net sell saham ini dikepung saham infosaham investasi ,asing gencar net sell saham ini dikepung saham infosaham investasi,[],[],""['asing', 'gencar', 'net', 'sell', 'saham', 'ini', 'dikepung', 'saham', 'infosaham', 'investasi']"",""foreigners are aggressively net selling these shares, surrounded by investment shares"",0.299,0.156,0.544,0.2732,Positive";;
"Thu Sep 18 13:21:33 +0000 2025,,Saham DADA dari Rp 7 Bisa Melesat 1.242% #saham #infosaham #investasi https://t.co/DNxQzgL9Jb,Saham DADA dari Rp  Bisa Melesat  saham infosaham investasi ,saham dada dari rp  bisa melesat  saham infosaham investasi ,saham dada dari rp bisa melesat saham infosaham investasi,[],[],""['saham', 'dada', 'dari', 'rp', 'bisa', 'melesat', 'saham', 'infosaham', 'investasi']"",chest shares from idr can shoot up. infoshare investment shares,0.319,0.174,0.507,0.25,Positive";;
"Thu Sep 18 06:21:11 +0000 2025,,Banyak Akuisisi Saham Terbang Gak Kira-kira Ada yang Hampir 2.000% #saham #infosaham #investasi https://t.co/tLi7F5L99v,Banyak Akuisisi Saham Terbang Gak Kirakira Ada yang Hampir  saham infosaham investasi ,banyak akuisisi saham terbang gak kirakira ada yang hampir  saham infosaham investasi ,banyak akuisisi saham terbang tidak kirakira ada yang hampir saham infosaham investasi,['tidak'],['gak'],""['banyak', 'akuisisi', 'saham', 'terbang', 'tidak', 'kirakira', 'ada', 'yang', 'hampir', 'saham', 'infosaham', 'investasi']"",""many acquisitions of flying shares, there are almost no investment shares"",0.308,0.133,0.559,0.3597,Positive";;
"Thu Sep 18 06:20:31 +0000 2025,,IHSG Kebanjiran Sentimen Positif #saham #infosaham #investasi https://t.co/v8AELlNTnS,IHSG Kebanjiran Sentimen Positif saham infosaham investasi ,ihsg kebanjiran sentimen positif saham infosaham investasi ,ihsg kebanjiran sentimen positif saham infosaham investasi,[],[],""['ihsg', 'kebanjiran', 'sentimen', 'positif', 'saham', 'infosaham', 'investasi']"",ihsg is flooded with positive sentiment about investment shares,0.453,0.0,0.547,0.7003,Positive";;
"Thu Sep 18 06:12:11 +0000 2025,,Kesempatan Terakhir Beli Saham IPO Tambang Emas Multi Dekade #saham #infosaham #investasi https://t.co/pNkpwboAqz,Kesempatan Terakhir Beli Saham IPO Tambang Emas Multi Dekade saham infosaham investasi ,kesempatan terakhir beli saham ipo tambang emas multi dekade saham infosaham investasi ,kesempatan terakhir beli saham ipo tambang emas multi dekade saham infosaham investasi,[],[],""['kesempatan', 'terakhir', 'beli', 'saham', 'ipo', 'tambang', 'emas', 'multi', 'dekade', 'saham', 'infosaham', 'investasi']"",""last chance to buy multi-decade gold mine ipo shares, investment shares info"",0.416,0.0,0.584,0.6597,Positive";;
"Thu Sep 18 06:11:26 +0000 2025,,Harga Emas Perhiasan Hari Ini Kamis 18 September 2025 #emas #perhiasan #investasi https://t.co/xFRScnAFoK,Harga Emas Perhiasan Hari Ini Kamis  September  emas perhiasan investasi ,harga emas perhiasan hari ini kamis  september  emas perhiasan investasi ,harga emas perhiasan hari ini kamis september emas perhiasan investasi,[],[],""['harga', 'emas', 'perhiasan', 'hari', 'ini', 'kamis', 'september', 'emas', 'perhiasan', 'investasi']"",""today's gold jewelry prices, thursday september, gold jewelry investment"",0.0,0.0,1.0,0.0,Neutral";;
"Thu Sep 18 06:10:34 +0000 2025,,The Fed Pangkas Suku Bunga Bawa Angin Segar untuk Arus Modal Asing #saham #infosaham #investasi https://t.co/zCzHHZvSSq,The Fed Pangkas Suku Bunga Bawa Angin Segar untuk Arus Modal Asing saham infosaham investasi ,the fed pangkas suku bunga bawa angin segar untuk arus modal asing saham infosaham investasi ,the fed pangkas suku bunga bawa angin segar untuk arus modal asing saham infosaham investasi,[],[],""['the', 'fed', 'pangkas', 'suku', 'bunga', 'bawa', 'angin', 'segar', 'untuk', 'arus', 'modal', 'asing', 'saham', 'infosaham', 'investasi']"",""the fed cuts interest rates, brings fresh air to foreign capital flows, investment shares info shares"",0.424,0.096,0.48,0.7579,Positive";;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;" jangka masa sebelum memilih. #investasi #keuangan #pasarsaham #ekonomi #melayutudung https://t.co/ar535Q7myK,selalu nasihat klien pertimbangkan profil risiko amp jangka masa sebelum memilih investasi keuangan pasarsaham ekonomi melayutudung ,selalu nasihat klien pertimbangkan profil risiko amp jangka masa sebelum memilih investasi keuangan pasarsaham ekonomi melayutudung ,selalu nasihat klien pertimbangkan profil risiko amp jangka masa sebelum memilih investasi keuangan pasarsaham ekonomi melayutudung,[],[],""['selalu', 'nasihat', 'klien', 'pertimbangkan', 'profil', 'risiko', 'amp', 'jangka', 'masa', 'sebelum', 'memilih', 'investasi', 'keuangan', 'pasarsaham', 'ekonomi', 'melayutudung']"",always advise clients to consider the risk profile & time horizon before choosing a financial investment in the malayutudung economic stock market,0.0,0.1,0.9,-0.2732,Negative";
;;
;;
;;
